Date,Cryptomonnaie,PrixOuverture,PrixCloture,Volume
2023-08-14,Bitcoin,13849.19,48638.54,7474.57
2023-08-14,Ethereum,51571.13,49099.87,8893.41
2023-08-14,Ripple,28395.83,20498.32,8870.99
2023-08-14,Litecoin,22037.49,56698.74,3341.38
2023-08-15,Bitcoin,15224.41,22022.21,7932.91
2023-08-15,Ethereum,50730.73,36715.15,1655.92
2023-08-15,Ripple,34007.48,39424.09,1373.95
2023-08-15,Litecoin,20896.52,55624.56,7241.84
2023-08-16,Bitcoin,10193.82,40253.3,1381.03
2023-08-16,Ethereum,40803.65,55117.58,9824.48
2023-08-16,Ripple,51334.57,56125.44,9481.6
2023-08-16,Litecoin,42144.65,52647.87,1425.09
2023-08-17,Bitcoin,50874.96,56841.13,2532.41
2023-08-17,Ethereum,9689.47,12910.64,2221.41
2023-08-17,Ripple,40697.7,58620.6,9677.12
2023-08-17,Litecoin,45811.97,7383.61,3465.57
2023-08-18,Bitcoin,56933.58,59723.53,9638.35
2023-08-18,Ethereum,34040.32,8949.34,6402.67
2023-08-18,Ripple,38048.77,43152.2,9744.26
2023-08-18,Litecoin,44873.76,20628.84,7087.75
2023-08-19,Bitcoin,11423.5,23941.87,7929.18
2023-08-19,Ethereum,39498.52,46443.27,4961.63
2023-08-19,Ripple,57195.17,25679.51,5468.6
2023-08-19,Litecoin,6541.6,29809.2,4454.54
2023-08-20,Bitcoin,55897.3,56407.96,7054.51
2023-08-20,Ethereum,55914.34,49257.31,5845.52
2023-08-20,Ripple,27394.48,20630.59,4936.23
2023-08-20,Litecoin,16970.35,19160.5,6326.75
2023-08-21,Bitcoin,47052.71,10448.03,6361.85
2023-08-21,Ethereum,23064.79,29850.43,8015.84
2023-08-21,Ripple,10613.19,25039.37,2437.36
2023-08-21,Litecoin,37438.68,27713.45,7545.86
2023-08-22,Bitcoin,39854.26,46953.98,4092.53
2023-08-22,Ethereum,26812.89,56007.14,4367.07
2023-08-22,Ripple,56029.43,31534.64,8143.89
2023-08-22,Litecoin,42571.27,57629.17,7021.19
2023-08-23,Bitcoin,24648.46,11834.73,3213.92
2023-08-23,Ethereum,32821.38,57572.36,3723.61
2023-08-23,Ripple,59450.75,54831.07,9197.44
2023-08-23,Litecoin,35009.52,39712.78,2438.56
2023-08-24,Bitcoin,25138.15,58728.21,9331.09
